name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),ISA,Heart failure (dsyn),1.06e-06,19.56,89,12,0,13.62,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),CAUSES,Disability NOS (patf),9.81e-23,18.38,89,48,0,73.89,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),1.51e-19,21.77,89,29,0,38.45,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),3.74e-50,18.82,89,98,0,169.83,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Long-Term Survivors (podg),1.76e-07,23.9,89,10,0,11.12,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),AFFECTS,Pathogenesis (patf),1.21e-08,16.25,89,37,0,52.38,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetes Mellitus (dsyn),6.73e-09,18.06,89,20,0,24.49,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),6.68e-54,19.71,89,94,0,173.27,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Coronary heart disease (dsyn),2.34e-06,25.5,89,8,0,8.72,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Population Group (humn),3.13e-13,22.38,89,19,0,23.06,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Survivors (humn),1.2e-11,19.53,89,21,0,25.96,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Death (finding) (fndg),2.78e-09,24.71,89,12,0,13.62,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.63e-09,32.43,89,10,0,11.12,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Cancer Survivor (podg),8.18e-08,25.01,89,10,0,11.12,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PREDISPOSES,Atherosclerosis (dsyn),2.25e-11,19.33,89,21,0,25.96,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Chronic Obstructive Airway Disease (dsyn),2.69e-13,20.94,89,21,0,25.96,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),9.02e-17,19.07,89,32,0,43.51,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,modern society (popg),3.53e-08,26.42,89,10,0,11.12,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,End stage renal failure (dsyn),2.28e-31,25.39,89,39,0,56.09,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),CAUSES,follow-up (hlca),1.34e-39,29.37,89,44,0,65.75,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.12e-79,22.25,89,113,0,159.1,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),CAUSES,Myocardial Infarction (dsyn),2.75e-06,19.77,89,11,0,12.36,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),4.17e-06,19.5,89,11,0,12.36,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,Japanese Population (popg),5.59e-07,19.96,89,12,0,13.62,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,African American (popg),1.18e-10,17.86,89,25,0,32.02,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,"Recipient, Transplant (podg)",1.68e-65,23.53,89,87,0,172.04,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetic (fndg),6.16e-16,18.52,89,33,0,45.24,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,General Population (humn),9.09e-27,21.26,89,41,0,59.89,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),PROCESS_OF,High Risk Populations (popg),8.87e-14,21.42,89,21,0,25.96,1.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Diabetes Mellitus, Insulin-Dependent (dsyn)",5e-11,19.09,89,21,0,25.96,5.0
Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),2.53e-88,20.03,89,1021,0,96.76,5.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),ASSOCIATED_WITH,Ischemic stroke (dsyn),4.17e-06,49.1,7,11,0,11.45,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),PREDISPOSES,Cardiovascular Diseases (dsyn),1.64e-09,46.33,7,34,0,8.44,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),PREDISPOSES,Septicemia (dsyn),1.34e-09,50.69,7,20,0,9.45,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),ISA,Albumins (aapp),1.34e-09,47.93,7,30,0,8.63,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),ASSOCIATED_WITH,Acute coronary syndrome (dsyn),1.25e-07,48.45,7,15,0,10.27,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),ISA,Acute-Phase Proteins (aapp),1.34e-09,45.52,7,77,0,7.64,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),compared_with,procalcitonin (aapp),1.95e-08,48.74,7,16,0,10.06,2.0
Boys (popg),LOCATION_OF,C-reactive protein (aapp),PREDISPOSES,Myocardial Infarction (dsyn),2.06e-06,47.78,7,14,0,10.5,2.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.59e-10,30.7,15,33,0,21.82,1.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,31.24,15,16,0,29.06,8.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),2.22e-18,31.04,15,71,0,18.17,5.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.22e-18,44.89,15,35,0,21.43,8.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),2.22e-18,30.97,15,110,0,17.05,8.0
Overweight (sosy),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.35e-09,30.31,15,37,0,21.08,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),7.33e-08,8.67,14,20,0,23.8,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),7.49e-08,5.86,14,65,0,17.02,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),USES,Treats (clas),4.48e-07,8.18,14,16,0,26.25,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.17e-06,8.44,14,13,0,25.07,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),USES,Classification (clas),8.46e-08,9.42,14,16,0,26.25,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.54e-06,14.82,14,8,0,12.57,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),7.25e-08,8.3,14,23,0,22.52,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),7.24e-08,9.2,14,22,0,22.91,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),9.57e-07,9.12,14,13,0,25.07,1.0
CANADIAN (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),7.39e-08,11.12,14,15,0,27.07,1.0
Revision procedure (topp),TREATS,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.07e-06,45.78,7,12,0,11.08,1.0
Revision procedure (topp),TREATS,Body Weight decreased (fndg),ISA,Physical findings (sosy),7.23e-08,43.15,7,24,0,9.04,4.0
Metformin (phsu),PREVENTS,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.6e-08,18.2,11,16,0,18.56,9.0
Metformin (phsu),PREVENTS,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,23.37,11,9,0,16.36,9.0
Metformin (phsu),PREVENTS,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.18e-07,15.75,11,31,0,14.9,21.0
Antihypertensive Agents (phsu),TREATS,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),1.21e-06,41.05,5,62,0,5.4,4.0
Antihypertensive Agents (phsu),TREATS,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),1.21e-06,51.65,5,17,0,6.47,4.0
Antihypertensive Agents (phsu),TREATS,Dyslipidemias (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.21e-06,43.34,5,19,0,6.32,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Survivors (humn),8.97e-09,14.41,10,34,0,12.94,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Fibrosis (patf),9.27e-09,14.78,10,21,0,14.76,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Septicemia (dsyn),8.97e-09,18.15,10,38,0,12.63,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Critical Illness (dsyn),8.97e-09,13.72,10,35,0,12.86,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,cohort (humn),8.97e-09,12.65,10,49,0,12.04,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Pneumonia (dsyn),8.97e-09,18.01,10,25,0,14.0,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Acute heart failure (dsyn),1.35e-06,19.63,10,9,0,17.1,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Surgical Patients (podg),6.38e-08,14.55,10,17,0,15.88,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Chronic Obstructive Airway Disease (dsyn),9.34e-09,12.99,10,33,0,13.03,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,End stage renal failure (dsyn),9.05e-09,16.52,10,18,0,15.56,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Pancreatitis (dsyn),2.99e-06,14.67,10,13,0,17.69,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Pulmonary Embolism (dsyn),4.85e-07,14.98,10,14,0,17.14,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Aortic Valve Stenosis (dsyn),4.86e-07,14.54,10,15,0,16.67,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Coronary heart disease (dsyn),1.78e-08,13.98,10,21,0,14.76,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Frailty (fndg),1.88e-06,19.16,10,9,0,17.1,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),USES,Brain natriuretic peptide (aapp),1.56e-08,15.77,10,16,0,16.25,5.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Chronic heart failure (dsyn),1.1e-08,15.26,10,18,0,15.56,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Heart failure (dsyn),8.97e-09,14.57,10,67,0,11.49,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,CARDIAC EVENT (dsyn),3.48e-06,20.92,10,8,0,14.4,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,Acute coronary syndrome (dsyn),9.67e-09,14.87,10,20,0,15.0,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),TREATS,End stage liver disease (dsyn),8.97e-09,23.38,10,17,0,15.88,4.0
Polysomnography (diap),ISA,Assessment procedure (hlca),METHOD_OF,Transplantation (topp),9.91e-09,13.21,10,29,0,13.45,5.0
Polysomnography (diap),ISA,Assessment procedure (hlca),METHOD_OF,Percutaneous coronary intervention (topp),3.48e-06,20.92,10,8,0,14.4,5.0
Ultrasonography (diap),METHOD_OF,Body mass index procedure (diap),DIAGNOSES,Chronic Obstructive Airway Disease (dsyn),3.28e-08,49.16,13,13,0,26.0,16.0
Ultrasonography (diap),METHOD_OF,Body mass index procedure (diap),AFFECTS,Postoperative Complications (patf),3.25e-08,52.09,13,11,0,20.31,7.0
Ultrasonography (diap),METHOD_OF,Body mass index procedure (diap),DIAGNOSES,Heart failure (dsyn),3.42e-10,53.3,13,13,0,26.0,16.0
Ultrasonography (diap),METHOD_OF,Body mass index procedure (diap),ISA,Diagnosis (hlca),2.85e-16,48.58,13,27,0,19.26,5.0
Frailty (fndg),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),1.97e-09,15.06,11,20,0,17.05,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),3.51e-09,12.25,11,65,0,12.86,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),USES,Treats (clas),3.76e-07,14.57,11,16,0,18.56,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.1e-06,14.82,11,13,0,20.31,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),USES,Classification (clas),1.32e-08,15.81,11,16,0,18.56,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,21.21,11,8,0,13.82,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.15e-09,14.69,11,23,0,16.26,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),9.84e-10,15.58,11,22,0,16.5,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,15.51,11,13,0,20.31,1.0
Frailty (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),2.51e-09,17.51,11,15,0,19.07,1.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),4.63e-10,37.91,8,33,0,9.94,1.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,38.45,8,16,0,12.0,8.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),2.04e-10,38.26,8,71,0,8.9,5.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.04e-10,52.1,8,35,0,9.83,8.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),2.04e-10,38.18,8,110,0,8.58,8.0
Body Composition (orga),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.56e-09,37.52,8,37,0,9.73,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),7.68e-07,25.7,6,20,0,7.8,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),7.7e-07,22.88,6,65,0,6.55,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),USES,Treats (clas),1.14e-06,25.21,6,16,0,8.25,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.86e-06,25.46,6,13,0,8.77,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),USES,Classification (clas),7.8e-07,26.44,6,16,0,8.25,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),4.24e-06,31.85,6,8,0,10.5,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),7.67e-07,25.33,6,23,0,7.57,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),7.67e-07,26.22,6,22,0,7.64,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),1.65e-06,26.15,6,13,0,8.77,1.0
Twin birth (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),7.69e-07,28.15,6,15,0,8.4,1.0
Body mass index procedure (diap),AFFECTS,Pregnancy (orgf),PROCESS_OF,Survivors (humn),1.11e-08,72.36,31,15,0,22.26,1.0
Body mass index procedure (diap),AFFECTS,Pregnancy (orgf),PROCESS_OF,"Twins, Dizygotic (humn)",2.41e-15,68.84,31,60,0,47.02,1.0
Body mass index procedure (diap),AFFECTS,Pregnancy (orgf),PROCESS_OF,Monoamniotic twins (podg),4.11e-12,69.7,31,33,0,60.12,1.0
Body mass index procedure (diap),AFFECTS,Pregnancy (orgf),PROCESS_OF,Singleton (humn),5.7e-47,68.35,31,357,0,33.69,1.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Atrial Fibrillation (patf),3.39e-07,7.49,31,21,0,35.23,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),METHOD_OF,Primary Prevention (topp),1.5e-07,7.37,31,23,0,40.06,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,STEMI (dsyn),6.17e-18,12.1,31,47,0,51.45,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,General Population (humn),1.67e-08,7.6,31,24,0,42.58,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Premature Birth (patf),2.44e-16,9.82,31,30,0,59.03,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Death (finding) (fndg),6.17e-18,16.23,31,94,0,41.22,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Aortic Aneurysm, Abdominal (dsyn)",1.04e-14,13.87,31,20,0,32.9,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Hemorrhage (fndg),6.17e-18,8.97,31,65,0,45.78,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Pulmonary Embolism (dsyn),2.22e-08,10.73,31,14,0,20.32,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Cerebrovascular accident (dsyn),6.7e-11,9.12,31,22,0,37.61,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Septicemia (dsyn),6.17e-18,12.56,31,41,0,54.44,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Malaria (dsyn),6.17e-18,8.04,31,56,0,48.16,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Stillbirth (patf),1.21e-08,13.51,31,12,0,16.65,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Chronic Obstructive Airway Disease (dsyn),6.17e-18,7.71,31,60,0,47.02,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Critical limb ischemia (patf),6.17e-18,11.72,31,40,0,55.02,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Shock, Cardiogenic (patf)",5.68e-10,13.27,31,14,0,20.32,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Cardiovascular Diseases (dsyn),9.55e-15,8.53,31,33,0,60.12,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Pneumonia (dsyn),9.32e-10,9.37,31,19,0,30.65,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Chronic heart failure (dsyn),3.58e-15,10.87,31,25,0,45.16,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,"Death, Sudden, Cardiac (patf)",6.63e-07,12.69,31,10,0,13.23,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,high-risk group (humn),1.79e-11,8.29,31,27,0,50.52,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Pancreatitis, Acute Necrotizing (dsyn)",5.74e-14,12.87,31,20,0,32.9,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Stenosis, unspecified (patf)",8.57e-11,8.18,31,26,0,47.81,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Deglutition Disorders (dsyn),7.56e-07,8.62,31,15,0,22.26,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Depressed mood (fndg),1.87e-06,6.57,31,30,0,59.03,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,High Risk Populations (popg),3.35e-09,7.87,31,24,0,42.58,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Octogenarians (aggp),1.21e-07,14.87,31,10,0,13.23,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Acute myocardial infarction (dsyn),6.17e-18,9.69,31,104,0,40.24,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),USES,Losartan (orch),6.17e-18,10.07,31,65,0,45.78,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Peripheral Vascular Diseases (dsyn),6.17e-18,9.94,31,40,0,55.02,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Postpartum Hemorrhage (patf),6.54e-08,13.48,31,11,0,14.9,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Coronary Arteriosclerosis (dsyn),6.17e-18,9.15,31,60,0,47.02,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Anemia (dsyn),3.7e-07,8.23,31,17,0,26.32,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Adverse event (fndg),2.4e-07,8.66,31,16,0,24.26,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Ischemia (dsyn),5.68e-12,9.47,31,23,0,40.06,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Endoleak (patf),6.18e-18,12.47,31,30,0,59.03,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Carotid Stenosis (dsyn),1.76e-07,9.15,31,15,0,22.26,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),METHOD_OF,Secondary prevention (topp),3.09e-06,8.16,31,15,0,22.26,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Malnutrition (dsyn),5.8e-09,8.54,31,20,0,32.9,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Systemic arterial pressure (fndg),1.25e-11,6.95,31,43,0,53.35,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Pre-Eclampsia (dsyn),1.09e-09,14.23,31,13,0,18.45,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Kidney Failure, Chronic (dsyn)",6.17e-18,9.74,31,52,0,49.48,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Myocardial Infarction (dsyn),6.17e-18,10.78,31,91,0,41.56,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Maternal Mortality (fndg),3.11e-17,21.16,31,19,0,30.65,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Mitral Valve Insufficiency (dsyn),6.68e-07,9.07,31,14,0,20.32,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Survivors (humn),2.27e-09,6.36,31,53,0,49.13,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Stroke, Acute (dsyn)",1.02e-06,8.51,31,15,0,22.26,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Perinatal death (fndg),6.11e-15,19.44,31,17,0,26.32,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,End stage renal failure (dsyn),1.25e-12,10.77,31,21,0,35.23,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Diabetic (fndg),1.71e-15,8.35,31,36,0,57.69,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Newborn death (patf),2.24e-08,17.73,31,10,0,13.23,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,"Hepatitis C, Chronic (dsyn)",6.5e-07,14.99,31,9,0,11.61,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Maternal Mortality (fndg),6.17e-18,20.36,31,80,0,43.01,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),PREVENTS,Cardiovascular event (fndg),3.04e-17,11.09,31,28,0,53.29,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Death (finding) (fndg),4.01e-14,14.11,31,19,0,30.65,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Acute coronary syndrome (dsyn),6.17e-18,10.08,31,60,0,47.02,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Heart Arrest (patf),1.06e-16,11.1,31,27,0,50.52,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Disease Progression (patf),3.47e-07,8.9,31,15,0,22.26,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Critical Illness (dsyn),6.17e-18,10.12,31,42,0,53.88,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Diarrhea (sosy),2.07e-09,9.49,31,18,0,28.45,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Congestive heart failure (dsyn),6.68e-07,9.07,31,14,0,20.32,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),USES,Pravastatin (phsu),6.22e-18,12.07,31,30,0,59.03,5.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Septic Shock (patf),2.2e-09,13.53,31,13,0,18.45,4.0
Primary Health Care (hlca),ISA,Intervention regimes (hlca),TREATS,Control Groups (humn),3.03e-06,6.01,31,57,0,47.86,4.0
