metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description	model_exposure	exposure_model
xsvldlfcpct	2589	-0.121893812703981	0.0246267891892	7.91368334792851e-07	-0.170162319514813	-0.073625305893149	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xsvldlfcpct	2589	-0.156067386463821	0.0252187065627606	7.0396648206835e-10	-0.205496051326832	-0.10663872160081	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlfcpct	3505	-0.230429816485279	0.0195281456388446	1.53712321431568e-31	-0.268704981937414	-0.192154651033144	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xsvldlfcpct	3505	-0.222033477558	0.019036320428401	7.23089594830607e-31	-0.259344665597666	-0.184722289518334	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xsvldlfcpct	3505	-0.192640584628035	0.0188764256831935	4.07197418484772e-24	-0.229638378967094	-0.155642790288976	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlfcpct	588	-0.126269510839762	0.0618472248652301	0.0416403848901431	-0.247490071575613	-0.00504895010391102	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xsvldlfcpct	588	-0.120611193819581	0.0794884801586344	0.129726190543294	-0.276408614930504	0.0351862272913424	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xsvldlfcpct	575	-0.083899071537951	0.0501905881232742	0.0951530655405421	-0.182272624259568	0.0144744811836664	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xsvldlfcpct	575	-0.0982949590535719	0.0500269068979946	0.0499204076135359	-0.196347696573641	-0.000242221533502493	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xsvldlfcpct	575	-0.148113451089964	0.0552892206865803	0.00760118157189662	-0.256480323635661	-0.0397465785442666	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xsvldlfcpct	2981	-0.243871896444499	0.021166464392084	4.42478000320104e-30	-0.285358166652984	-0.202385626236014	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xsvldlfcpct	2981	-0.216167983653123	0.0207574582906374	5.72319644189246e-25	-0.256852601902772	-0.175483365403474	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
xsvldlfcpct	2981	-0.192885340881355	0.0204534085203451	7.95228095349578e-21	-0.232974021581231	-0.152796660181479	Free cholesterol in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
xsvldlplpct	4450	-0.138368410056716	0.0345412119223461	6.27931772585721e-05	-0.206069185424514	-0.0706676346889176	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
xsvldlplpct	4450	-0.128923523526353	0.0346783926213988	0.000203527759841442	-0.196893173064295	-0.0609538739884113	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	children	model1	age + sex	model1_whr	whr_model1
xsvldlplpct	4450	-0.128833007963903	0.0340376275757912	0.000155722924671505	-0.195546758012454	-0.0621192579153523	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex	model1_bf	bf_model1
xsvldlplpct	1762	-0.189660035522331	0.0516362913748643	0.00024689410675776	-0.290867166617065	-0.088452904427597	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
xsvldlplpct	1762	-0.119572593648472	0.0672445188872874	0.0755477434038276	-0.251371850667555	0.0122266633706113	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adolescents	model1	age + sex	model1_bf	bf_model1
xsvldlplpct	2589	-0.27345057713366	0.0466248616620541	5.06648738270183e-09	-0.364835305991286	-0.182065848276034	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
xsvldlplpct	2589	-0.37118093967047	0.0523742379770156	1.75932461641595e-12	-0.473834446105421	-0.268527433235519	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	young_adults	model1	age + sex	model1_whr	whr_model1
xsvldlplpct	2589	-0.214915155179993	0.0538276054038786	6.71579061258624e-05	-0.320417261771595	-0.109413048588391	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model1	age + sex	model1_bf	bf_model1
xsvldlplpct	3505	-0.270924638191164	0.0353321034135799	2.2495318199852e-14	-0.340175560881781	-0.201673715500547	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
xsvldlplpct	3505	-0.257974189302414	0.0346400817964265	1.19350557506775e-13	-0.32586874962341	-0.190079628981418	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model1	age + sex	model1_whr	whr_model1
xsvldlplpct	3505	-0.13858997583955	0.0341789814556204	5.12629968938313e-05	-0.205580779492566	-0.071599172186534	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adults	model1	age + sex	model1_bf	bf_model1
xsvldlplpct	4450	-0.114825981417503	0.0395371756259505	0.00369944788293436	-0.192318845644366	-0.03733311719064	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xsvldlplpct	4450	-0.129451191482796	0.0346489811851098	0.000189260452121273	-0.197363194605611	-0.0615391883599808	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xsvldlplpct	4450	-0.103820048985958	0.0378930064837334	0.00617181212630897	-0.178090341694075	-0.0295497562778405	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlplpct	1762	-0.137285004212341	0.0545251495586916	0.0118964870255402	-0.244154297347377	-0.0304157110773055	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xsvldlplpct	1762	-0.0548709268815513	0.0690321355861303	0.426802115341198	-0.190173912630367	0.0804320588672641	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlplpct	2589	-0.22704896627396	0.0466957687246303	1.22990572486945e-06	-0.318572672974235	-0.135525259573685	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xsvldlplpct	2589	-0.352172631726768	0.0521532600540138	1.78672847814475e-11	-0.454393021432635	-0.249952242020901	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xsvldlplpct	2589	-0.157781967511294	0.0539294178725357	0.0034666650408881	-0.263483626541464	-0.052080308481124	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlplpct	3505	-0.249608209608692	0.0359999947129478	4.86631559330911e-12	-0.32016819924607	-0.179048219971314	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xsvldlplpct	3505	-0.248789020704562	0.0350667203103241	1.56163612483218e-12	-0.317519792512797	-0.180058248896327	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xsvldlplpct	3505	-0.112226151105752	0.0348157843642365	0.00127830058823104	-0.180465088459656	-0.0439872137518485	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xsvldlplpct	588	-0.141646597544107	0.0957551299397988	0.139615059213115	-0.329326652226113	0.0460334571378987	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xsvldlplpct	588	-0.0727060818104209	0.123066079148796	0.554892363668075	-0.313915596942061	0.168503433321219	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xsvldlplpct	575	-0.277137044919508	0.112415174763548	0.0139850167654691	-0.497470787456062	-0.0568033023829539	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xsvldlplpct	575	-0.317338903649009	0.111962478759991	0.00475578908131142	-0.536785362018591	-0.0978924452794266	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xsvldlplpct	575	-0.276591899012213	0.124433681478123	0.0266224758069612	-0.520481914709334	-0.0327018833150919	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xsvldlplpct	2981	-0.258938233531369	0.0389043064509094	3.34278447454604e-11	-0.335190674175151	-0.182685792887587	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xsvldlplpct	2981	-0.237303928436286	0.0380369256102055	5.03596955248911e-10	-0.311856302632289	-0.162751554240283	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
xsvldlplpct	2981	-0.125153585011389	0.037534537875561	0.000865448905397473	-0.198721279247489	-0.0515858907752895	Phospholipids in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
xsvldltgpct	4450	0.124395883490935	0.0666956308791497	0.0622293018652473	-0.00632755303219842	0.255119320014068	Triglycerides in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
