Metabolite ID	Metabolite	Status	Pathway	Super_pathway	my_pathway	my_superpathway	Platform	Compound ID	Quant. Mass.	Retention Time	Spectra	CV(%)	Included in GWAS meta-analysis	Total N	name_lower	METABOLON_name	METABOLON SUB PATHWAY	PUBCHEM	KEGG
M32808	X-11491	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32808	567.3	4.85	175.1:0.6 192.8:0.3 197.4:0.4 207:0.3 237.2:0.2 249.3:0.2 262.4:0.2 294.9:0.2 295.5:0.4 300.1:0.2 313.5:0.2 315.2:0.2 327.3:0.6 328.4:0.5 329.5:0.2 330.4:0.4 332.9:0.2 338.2:0.2 341.3:0.2 343.4:0.4 345.3:1.2 346.2:0.3 346.9:0.2 347.4:1.3 348.4:0.4 351.1:0.2 355.3:0.4 356.2:0.6 357.2:0.2 358.2:0.4 359.3:0.2 360.1:0.7 364.9:0.3 367.2:0.3 369.2:0.3 370.3:0.4 371.2:0.3 373.3:10.7 374.3:2.3 382.2:0.3 383.2:0.4 383.6:0.2 384.5:0.4 385.2:0.2 386.4:0.7 387.3:0.3 389.1:0.3 391.3:100 392.3:25.6 393.1:0.3 393.6:0.3 394.8:0.2 396.5:0.4 397.4:0.6 398.2:0.4 399.5:0.2 400.3:0.4 400.8:0.4 401.3:0.8 402.3:0.4 403.4:0.6 404.4:0.3 405.3:0.4 406.4:0.3 409.2:0.6 411.3:0.4 412.4:0.2 413.2:0.2 415.4:0.5 417.4:0.2 419.4:1.5 420.3:0.6 420.9:0.2 424.1:0.4 425.3:0.5 426.7:0.2 427.2:0.6 427.6:0.6 428.6:0.3 429.4:0.3 430.2:0.3 431.5:1.4 432.4:0.2 433.3:7.5 434.4:2.2 435.3:0.4 437.9:0.3 439.4:0.5 441:0.7 441.5:0.4 442.4:0.2 444.4:0.6 445.4:0.6 446.1:0.4 447.3:1 449.3:8.9 450.3:2.5 451.3:0.3 453.1:0.4 454.2:0.2 455.4:0.4 456.2:0.2 457.5:0.3 459.4:0.9 460.4:0.4 461.1:1.6 462.1:0.3 462.9:0.4 463.4:0.4 464.6:0.4 467.3:0.2 468.8:0.4 469.4:0.6 470.4:0.3 472.1:0.3 473.3:0.4 474.4:0.4 475.2:0.3 477.4:0.2 478.2:0.2 479.4:0.4 480.2:0.2 481.1:0.5 482.1:0.3 483.1:0.4 484:0.2 485.3:0.2 486.1:0.2 487.4:1.6 488.4:0.4 489.4:0.4 491.3:0.7 492.4:0.3 493.1:0.6 494.6:0.4 496.4:0.3 497.7:0.5 498.3:0.3 499.2:0.6 499.8:0.3 500.3:0.3 501.1:0.4 501.8:0.2 503:0.3 504.7:1.2 505.3:82.1 506.3:26.1 507.3:6.3 508.3:4.5 509.2:0.5 513.9:0.4 514.9:0.4 516:0.5 519.2:0.3 521.2:0.4 522.3:1.8 522.8:1.8 523.3:11.9 524.3:3.1 525.2:0.4 526.1:0.3 526.9:0.5 528.3:0.2 529.5:0.3 531.3:1.1 532.3:0.4 534.2:0.4 535.3:1.7 536:0.6 536.6:0.7 537.3:0.4 538.4:0.2 539:0.2 541.5:0.2 542.2:0.4 543.1:0.6 544:2.8 544.8:0.9 545.3:1.3 546.1:0.4 547.9:0.3 548.5:1.9 549.3:68.7 550.3:20.3 551:0.2 551.9:0.4 552.9:2.5 553.8:0.8 554.8:0.5 556:0.3 558.1:0.6 559.1:0.3 560:0.2 564.4:0.3 565.7:0.4 566.2:0.2 567.1:0.4 567.8:0.5 586:0.2 598.5:0.4 612.6:0.6 645:0.2 676.8:0.3 710.9:0.5 712:0.4 718.7:0.5 719.3:0.2 719.9:0.3 732.8:0.5 734.8:0.5 758.9:0.2 760.6:0.4 772.5:0.2 773.6:0.3 781.8:0.3 793:0.2 794.6:0.3 840.7:0.2 842.7:0.2 844:0.6 844.5:0.4 946.2:0.2 995:0.5 1017.9:0.4 1019.1:0.4 1033.9:0.3 1041.9:0.4 1057.8:0.4 1071:0.5 1076:0.4 1087:0.4 1097.9:0.4 1103.7:0.4 1109.7:0.3 1115.9:0.6 1116.9:0.4 1117.9:0.6	12.7	Y	"6,584"	x-11491	NA	NA	NA	NA
M32814	X-11497	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		25.7	Y	"7,481"	x-11497	NA	NA	NA	NA
M32838	X-11521	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		14.6	Y	"7,193"	x-11521	NA	NA	NA	NA
M32846	X-11529	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32846	624.3	4.85	293.2:0.2 323.2:0.2 324.2:0.4 325.1:0.5 326.2:0.2 336.1:0.1 337.2:0.3 386.3:0.2 404.4:0.2 430.4:0.1 448.3:100 449.3:25.5 450.7:0.1 484.8:0.1 486.7:0.1 502.2:0.3 505.3:0.2 506.3:0.3 538.6:0.1 549.3:0.6 550.3:0.4 551.4:0.1 554.7:0.1 562.3:0.6 563.4:0.2 566.3:0.1 579.2:0.4 579.8:0.2 580.4:0.4 581.4:0.2 592.5:0.1 593.3:0.2 606.3:1.7 607.4:0.6 795.9:0.1	8.9	Y	"6,664"	x-11529	NA	NA	NA	NA
M32847	X-11530	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32847	313.2	4.87	96.2:1.8 97.2:0.1 106.2:0.1 107.3:0.2 108.2:0.2 109.2:0.2 110.2:0.3 111.2:0.1 113.2:0.3 118.2:0.2 120.2:1.4 121.2:0.3 122.2:6 123.2:0.3 124.2:0.3 129.2:0.2 130.3:0.1 131.2:0.6 132.3:0.2 133.2:0.3 134.2:2.4 135.3:0.2 136.2:0.2 145:0.1 146.2:4.5 147.3:0.8 148.1:12.7 149.2:0.9 150.2:0.2 152.2:0.4 153.1:0.1 157.2:0.2 158.2:0.9 159.2:0.7 160.2:1 161.2:0.3 162.2:0.5 163.2:0.2 164.2:0.2 166.1:0.1 170.2:0.2 171.2:0.1 172.2:0.5 173.3:0.3 174.2:2.4 175.2:0.7 176.2:0.4 177.2:0.3 178.2:1.1 179.2:0.2 183.2:0.2 184.2:0.4 185.2:0.4 186.2:0.4 187.2:0.6 188.2:1.9 189.1:0.2 190.2:0.2 191.2:0.1 192.2:0.2 193.2:0.2 194.2:0.2 196.2:0.3 197.2:0.3 198.2:0.8 199.2:2.6 200.2:1.5 201.2:5.5 202.2:0.8 203.2:0.1 207.1:0.2 208.2:0.4 209.3:0.3 210.2:1 211.2:0.9 212.2:0.5 213.2:3.7 214.2:1.3 215.2:0.5 216.3:0.2 221.3:0.2 223.2:0.5 224.3:0.7 225.2:3.3 226.2:16.9 227.2:21 228.2:6 229.2:1.4 230.2:0.2 233.1:0.2 234.1:0.2 236.2:1.9 237.1:0.4 238.2:0.2 239.2:0.5 240.3:2.3 241.1:30.8 242.2:4.3 243.1:0.2 245.2:0.3 246.2:0.1 249.2:0.4 250.4:4.8 251.2:24.8 252.2:5.4 253.2:6.3 254.1:67.2 255.2:8.3 256.1:0.3 257:0.2 263.1:0.2 265.2:0.6 266.3:0.2 267.2:0.9 268.5:5.7 269.1:100 270.2:12.6 271.2:1.4 272.2:0.5 273.1:0.1 277.2:0.3 278.2:0.1 280.1:0.3 281.2:0.3 281.8:0.4 283.1:59.3 284.2:8 285.2:1.8 286.2:0.4 287.1:0.1 290:0.2 290.7:0.3 293.2:0.2 294.3:4 295.2:7.4 296.2:1 297.4:2 298:17.6 299.1:2.2 302.8:2.5 303.7:0.4 314.2:0.2 430.4:0.2 431.3:0.2 432.3:0.1 448.3:5.2 449.4:1.7 450.4:0.5 451.5:0.2 476.4:0.6 477.4:0.3 478.1:0.2 478.6:0.2 490.3:0.2 504.3:0.2 505.4:0.8 506.3:0.3 507.3:0.1 520.4:0.2 530.3:0.2 532.3:0.2 548.3:0.3 549.3:2 550.3:0.9 551.4:0.2	31.1	Y	"7,409"	x-11530	NA	NA	NA	NA
M32854	X-11537	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		31.6	Y	"2,719"	x-11537	NA	NA	NA	NA
M32855	X-11538	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32855	311.3	4.93	139.2:0.3 141.3:0.2 155.2:0.1 171.2:0.2 189:0.3 197.2:0.2 205:0.1 220.3:0.2 221.3:0.2 223.3:0.3 237.2:0.4 246.6:0.1 247.4:0.1 249.2:100 250.3:16 265.2:0.3 266.5:0.7 267.2:10.6 268.3:1.2 279.1:0.2 293.2:34.4 294.3:5.6	9.1	Y	"7,804"	x-11538	NA	NA	NA	NA
M32857	X-11540	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		35.2	Y	"2,688"	x-11540	NA	NA	NA	NA
M32863	X-11546	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		10.3	Y	"2,015"	x-11546	NA	NA	NA	NA
M32867	X-11550	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	32867	250.2	5.15	93.2:0.6 94.2:0.1 97.1:0.2 110.2:0.1 121.1:0.2 137.1:3.2 138.2:0.3 139.2:0.1 147.3:0.1 148.2:0.2 149.2:0.2 150.1:0.2 153.1:0.2 161.1:0.2 162.3:0.2 164.2:0.1 166.1:0.1 169.4:0.1 174.2:0.1 175.1:0.2 177.1:0.2 178.1:0.4 179.1:1.2 180.2:0.2 181:0.2 184.3:0.2 185.1:0.4 185.8:0.2 187.3:0.5 188.3:0.3 189.1:0.3 190.3:0.3 191.2:0.1 192.1:0.3 193.1:0.2 194.2:0.4 195.1:0.3 203.2:0.2 204.1:0.3 205.2:7.2 206.2:1.2 207.2:0.4 208.2:0.2 209.1:0.2 216.2:0.2 217.2:0.2 218.2:1.3 219.1:0.4 220.2:22 221.2:3.5 222.2:0.2 223.3:0.2 227.2:0.2 231.2:0.4 232.2:0.9 233.3:0.5 234.2:9.1 235.1:46.3 236.2:6.3 240.3:0.2 241.9:0.1 250.1:100 251.2:24.4 266.9:0.3 268.1:0.1 313.4:0.2 325.3:0.1 439.5:0.2	14.7	Y	"7,776"	x-11550	NA	NA	NA	NA
M32869	X-11552	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		40.7	Y	"2,170"	x-11552	NA	NA	NA	NA
M33132	X-11787	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	33132	148.1	1.13	74:10 130:100 131:1.3	9.5	Y	"7,811"	x-11787	NA	NA	NA	NA
